"Prod_Desc","Sub_Name","Cat_Name","ID_Proj","Proj_Name","BOM_Quant","Proj_City","Proj_State","Proj_Date"
Painel De Alarme Microprocessado Rede NO2,Equipamentos para Gases Medicinais,Gases Medicinais,10504,Plinio Cavalcanti - SES Hospital,4.0,Caruaru,PE,"2023-10-03"
Régua P/ 8 Tomadas,"Tomadas, interruptores e plugues",Materiais Elétricos,10504,Plinio Cavalcanti - SES Hospital,37.0,Caruaru,PE,"2023-10-03"
Painel de Alarme Microprocessado de Oxigênio,Equipamentos para Gases Medicinais,Gases Medicinais,10504,Plinio Cavalcanti - SES Hospital,12.0,Caruaru,PE,"2023-10-03"
Painel de Alarme Microprocessado de Ar Comprimido,Equipamentos para Gases Medicinais,Gases Medicinais,10504,Plinio Cavalcanti - SES Hospital,12.0,Caruaru,PE,"2023-10-03"
"CHAPA DE ACO GROSSA ASTM A36, E = 3/8 (9,53 MM) 74,69 KG/M2","Barras, Tubos e Chapas Metalon",Construção Civil,10505,Chapa de Aço ASTM A36 em cuiabá - MT,34429.3,Cuiaba,MT,"2023-10-03"
"CONCRETO BETUMINOSO USINADO A QUENTE (CBUQ) PARA PAVIMENTACAO ASFALTICA, PADRAO DNIT, FAIXA C, COM CAP 50/70 - AQUISICAO POSTO USINA",CBUQ,Infraestrutura,10506,CBUQ em cuiabá - MT,890.53,Cuiabá,MT,"2023-10-03"
"POSTE DE CONCRETO CIRCULAR, 400 KG, H = 14 M (NBR 8451)",Artefatos de Concreto,Infraestrutura,10507,Poste de concreto - Serrana - SP,1.0,Serrana,SP,"2023-10-03"
Cremalheira,Elevador Cremalheira,Equipamentos ,10508,Cremalheira (chatbot),1.0,São Paulo,SP,"2023-10-03"
"ISOLADOR DE PORCELANA SUSPENSO, DISCO TIPO GARFO OLHAL, DIAMETRO DE 152 MM, PARA TENSAO DE *15* KV",Subestações e Alta Tensão,Materiais Elétricos,10509,Isolador de Porcelana,1.0,São Paulo,SP,"2023-10-03"
"TRANSFORMADOR TRIFASICO DE DISTRIBUICAO, POTENCIA DE 75 KVA, TENSAO NOMINAL DE 15 KV, TENSAO SECUNDARIA DE 220/127V, EM OLEO ISOLANTE TIPO MINERAL",Transformadores de Energia,Materiais Elétricos,10510,Transformador a óleo de 75 KVA,1.0,Macaé,RJ,"2023-10-03"
"TRANSFORMADOR TRIFASICO DE DISTRIBUICAO, POTENCIA DE 112,5 KVA, TENSAO NOMINAL DE 15 KV, TENSAO SECUNDARIA DE 220/127V, EM OLEO ISOLANTE TIPO MINERAL",Transformadores de Energia,Materiais Elétricos,10511,Transformador - CACOAL - RO,1.0,Cacoal,RO,"2023-10-04"
"REGISTRO DE ESFERA PVC, COM BORBOLETA, COM ROSCA EXTERNA, DE 3/4""",Registros e Bases,Materiais Hidráulicos,10512,Registro Esfera Pvc Azul - LIC,500.0,Campinas,SP,"2023-10-04"
"Poste circular de concreto 200 daN, 10m de altura","Tomadas, interruptores e plugues",Materiais Elétricos,10516,Postes de concreto - Uruguaiana,3.0,Uruguaiana,RS,"2023-10-04"
"ADUELA/ GALERIA PRE-MOLDADA DE CONCRETO ARMADO, SECAO QUADRADA INTERNA DE 1,50 X 1,50 M (L X A), MISULA DE 20 X 20 CM, C = 1,00 M, ESPESSURA MIN = 15 CM, TB-45 E FCK DO CONCRETO = 30 MPA","Tomadas, interruptores e plugues",Materiais Elétricos,10524,ETE Venâncio Aires,1.0,Venâncio,RS,"2023-10-05"
Transformador a seco 112.5 kVA 13.8/0.38kV,Formas,Infraestrutura,10525,Transformador 112 kva - HDT,1.0,Cajamar,SP,"2023-10-05"
"MOURAO DE CONCRETO RETO, 10 X 10 CM, H= 2,00 M",Artefatos de Concreto,Infraestrutura,10526,"5841_MOURAO DE CONCRETO",10.0,São Paulo,SP,"2023-10-06"
PAPEL KRAFT BETUMADO,"Lona, Papelão e Plástico Bolha",Construção Civil,10527,Papel Kraft,240.0,Duque de Caxias,RJ,"2023-10-06"
teste2456546,Sem Categoria,Outros,10529,Composition test,100.0,Porto Alegre,RS,"2023-10-07"
Placa solar 360W,Água Quente,Materiais Hidráulicos,10530,Placa solar para Cuiabá - MT,1.0,Cuiabá,MT,"2023-10-09"
Locação - Aparelho de ar condicionado de parede 12.000 btus 220volts,Ar Condicionado,Climatização e Ventilação,10532,Daudt - Locações,23.0,Porto Alegre,RS,"2023-10-09"
Locação - Container em aço galvanizado,Conteineres,Ferragens,10532,Daudt - Locações,6.0,Porto Alegre,RS,"2023-10-09"
Locação - Empilhadeira Modelo GP 18-050,Veículos de transporte,Equipamentos ,10532,Daudt - Locações,3.0,Porto Alegre,RS,"2023-10-09"
Locação - Gerador De 500 KVA,Fontes de Energia,Materiais Elétricos,10532,Daudt - Locações,8.0,Porto Alegre,RS,"2023-10-09"
Locação - Cadeira Tipo Gruvyer Acrílica Transparente,Cadeiras,Arquitetura,10532,Daudt - Locações,15.0,Porto Alegre,RS,"2023-10-09"
Locação - Banheiro Químico standard,Banheiro Comercial,Banheiros,10532,Daudt - Locações,14.0,Porto Alegre,RS,"2023-10-09"
Poste duplo T de Concreto Armado 11 metros 600 DaN,Poste de Concreto,Infraestrutura,10533,Poste de concreto em Pirapora - MG,1.0,Pirapora,MG,"2023-10-09"
cruzeta de concreto 90x90x200mm 250 daN,Poste de Concreto,Infraestrutura,10533,Poste de concreto em Pirapora - MG,1.0,Pirapora,MG,"2023-10-09"
Massa Acrílica,Massa Acrílica,Tintas e Acessórios,10534,Daudt - Pintura,7.4,Alvorada,RS,"2023-10-10"
Lixa Massa - Grao 150,Acessórios e Consumíveis para Ferramentas,Ferramentas,10534,Daudt - Pintura,5.0,Alvorada,RS,"2023-10-10"
Lixa Massa - Grao 600,Acessórios e Consumíveis para Ferramentas,Ferramentas,10534,Daudt - Pintura,6.0,Alvorada,RS,"2023-10-10"
Veda Mancha Para Proteção de Movel Plástico 2.5x4mt,"Lona, Papelão e Plástico Bolha",Construção Civil,10534,Daudt - Pintura,4.0,Alvorada,RS,"2023-10-10"
FITA CREPE ROLO DE 25 MM X 50 M,Fitas,Tintas e Acessórios,10534,Daudt - Pintura,1.0,Alvorada,RS,"2023-10-10"
Lona Plástica Preta 4 Mts,"Lona, Papelão e Plástico Bolha",Construção Civil,10534,Daudt - Pintura,3.0,Alvorada,RS,"2023-10-10"
Tinta acrílica branca,Verniz e Solvente,Tintas e Acessórios,10534,Daudt - Pintura,9.6,Alvorada,RS,"2023-10-10"
CABO COBRE 95MM2 35KV,Cabos Elétricos,Materiais Elétricos,10535,Cabo de Cobre,2000.0,São Paulo,SP,"2023-10-10"
Tijolo cerâmico 8 furos ,"Areia, Pedra Brita, Gesso, Cal e Argila",Construção Civil,10536,Teste,10.0,alegrete,RS,"2023-10-11"
"Conector metálico p /eletroduto flexível reto Em aço inox 1/2"" Rosca NPT",Tubos e Eletrodutos,Materiais Elétricos,10538,CONECTOR MET. P/ ELETRODUTO FLEXIVEL,24.0,Macaé,RJ,"2023-10-11"
"aduela de concreto perfil U 5,40m x 2,60m",Aduela de Concreto,Infraestrutura,10539,Aduela de concreto,170.0,Santa Isabel,SP,"2023-10-13"
TUBO DE CONCRETO 30CM MACHO E FEMEA,Artefatos de Concreto,Infraestrutura,10540,Tubos de concreto,120.0,Brusque,SC,"2023-10-13"
TUBO DE CONCRETO 60CM MACHO E FEMEA PA2,Artefatos de Concreto,Infraestrutura,10540,Tubos de concreto,145.0,Brusque,SC,"2023-10-13"
TUBO DE CONCRETO 80CM MACHO E FEMEA PA2,Artefatos de Concreto,Infraestrutura,10540,Tubos de concreto,320.0,Brusque,SC,"2023-10-13"
TUBO DE CONCRETO 100CM MACHO E FEMEA PA2,Artefatos de Concreto,Infraestrutura,10540,Tubos de concreto,210.0,Brusque,SC,"2023-10-13"
TUBO DE CONCRETO 40CM MACHO E FEMEA PA2,Artefatos de Concreto,Infraestrutura,10540,Tubos de concreto,320.0,Brusque,SC,"2023-10-13"
BARRA 6 METROS TUBO INOX 1.1/2'',Insumos metálicos,Ferragens,10541,HTADM140923,2.0,Marilia,SP,"2023-10-16"
FLANGES INOX 1.1/2'' 150#,Tubos e conexões industriais,Ferragens,10541,HTADM140923,1.0,Marilia,SP,"2023-10-16"
CURVA 90° INOX 1.1/2'',Barras e tubos INOX,Ferragens,10541,HTADM140923,5.0,Marilia,SP,"2023-10-16"
"REDUÇÃO 3"" X 2"" INOX",Tubos e conexões industriais,Ferragens,10541,HTADM140923,1.0,Marilia,SP,"2023-10-16"
"FLANGE INOX 3"" 150#",Tubos e conexões industriais,Ferragens,10541,HTADM140923,1.0,Marilia,SP,"2023-10-16"
CURVA 90° INOX 2'',Barras e tubos INOX,Ferragens,10541,HTADM140923,4.0,Marilia,SP,"2023-10-16"
FLANGE AÇO CARBONO 3'',Tubos e conexões industriais,Ferragens,10541,HTADM140923,1.0,Marilia,SP,"2023-10-16"
BARA DE ROSCA 5/8,Ferragens para Fixar e Montar,Ferragens,10541,HTADM140923,3.0,Marilia,SP,"2023-10-16"
PORCAS 5/8,Ferragens para Fixar e Montar,Ferragens,10541,HTADM140923,40.0,Marilia,SP,"2023-10-16"
JUNTA METÁLICA 2'' 150#,Tubos e conexões industriais,Ferragens,10541,HTADM140923,2.0,Marilia,SP,"2023-10-16"
JUNTA METÁLICA 1.1/2'' 150#,Tubos e conexões industriais,Ferragens,10541,HTADM140923,3.0,Marilia,SP,"2023-10-16"
JUNTA METÁLICA 3'' 150#,Tubos e conexões industriais,Ferragens,10541,HTADM140923,2.0,Marilia,SP,"2023-10-16"
BARRA 6 METROS TUBO SCH 40 1/2'',Tubos e conexões industriais,Ferragens,10541,HTADM140923,1.0,Marilia,SP,"2023-10-16"
CURVA 90° 1/2'' AÇO CARBONO,Tubos e conexões industriais,Ferragens,10541,HTADM140923,3.0,Marilia,SP,"2023-10-16"
BARRA 6 METROS TUBO INOX 2'',Insumos metálicos,Ferragens,10541,HTADM140923,1.0,Marilia,SP,"2023-10-16"
Para-raio tipo franklin,Para Raios e SPDA,Materiais Elétricos,10542,Para-raio tipo franklin,4.0,Nova Iguaçu,RJ,"2023-10-16"
"Viga I 4"" x 2.5/8""",Vigas e perfis metálicos,Infraestrutura,10543,HTOM091023,7.0,Marilia,SP,"2023-10-16"
Chapa A/C 200x200 #1/4”,Insumos metálicos,Ferragens,10543,HTOM091023,4.0,Marilia,SP,"2023-10-16"
Guincho Talha De Coluna Com Trole Max 600kg Completo,Equipamentos para Construção,Construção Civil,10543,HTOM091023,1.0,Marilia,SP,"2023-10-16"
"Viga I 4"" X 2.5/8""",Vigas e perfis metálicos,Infraestrutura,10543,HTOM091023,10.0,Marilia,SP,"2023-10-16"
Chapa A/C 200x200 #1/4”,Insumos metálicos,Ferragens,10543,HTOM091023,6.0,Marilia,SP,"2023-10-16"
Carro Troler 500 Kg,Polias e rolamentos,Ferragens,10543,HTOM091023,2.0,Marilia,SP,"2023-10-16"
Guincho Talha De Coluna Com Trole Max 600kg Completo,Equipamentos para Construção,Construção Civil,10543,HTOM091023,1.0,Marilia,SP,"2023-10-16"
"Viga I 4"" X 2.5/8""",Vigas e perfis metálicos,Infraestrutura,10543,HTOM091023,1.0,Marilia,SP,"2023-10-16"
Chapa A/C 500x500 #3/16”,Insumos metálicos,Ferragens,10543,HTOM091023,2.0,Marilia,SP,"2023-10-16"
Chapa A/C 150x150 #3/16”,Insumos metálicos,Ferragens,10543,HTOM091023,4.0,Marilia,SP,"2023-10-16"
"Tubo A/C Redondo Ø50,8mm (2"") X #2,00mm (Chapa 14) X 6000mm",Insumos metálicos,Ferragens,10543,HTOM091023,5.0,Marilia,SP,"2023-10-16"
Rodizio Giratório Placa Com Freio Poliuretano 350Kg 4 Pol,"Rodízios, Pés para Móveis e Eletrodomésticos",Ferragens,10543,HTOM091023,4.0,Marilia,SP,"2023-10-16"
Talha Manual E Trole Max 1.000kg Completo,Polias e rolamentos,Ferragens,10543,HTOM091023,1.0,Marilia,SP,"2023-10-16"
"Viga I 4"" X 2.5/8""",Vigas e perfis metálicos,Infraestrutura,10543,HTOM091023,20.0,Marilia,SP,"2023-10-16"
Chapa A/C 200x200 #1/4”,Insumos metálicos,Ferragens,10543,HTOM091023,12.0,Marilia,SP,"2023-10-16"
"Polia motora 6¨ 1 1/2""",Polias e rolamentos,Ferragens,10544,Orçamento Material Mecânica,5.0,São Paulo,SP,"2023-10-17"
"Polia de 150mm B 03 vias com furo de 1 1/2"" chaveta 3/8",Polias e rolamentos,Ferragens,10544,Orçamento Material Mecânica,5.0,São Paulo,SP,"2023-10-17"
Correa lisa Ax36,Correias e correntes,Ferragens,10544,Orçamento Material Mecânica,8.0,São Paulo,SP,"2023-10-17"
rolamento 6205 ZZ,Polias e rolamentos,Ferragens,10544,Orçamento Material Mecânica,10.0,São Paulo,SP,"2023-10-17"
rolamento 6204 ZZ,Polias e rolamentos,Ferragens,10544,Orçamento Material Mecânica,10.0,São Paulo,SP,"2023-10-17"
Compressor Scroll 36000 Btus 220V R-410,Compressores,Climatização e Ventilação,10544,Orçamento Material Mecânica,1.0,São Paulo,SP,"2023-10-17"
Anel de vedação de Nitrilo,Tubos e conexões industriais,Ferragens,10545,Aneis de vedação,100.0,Quito,"","2023-10-17"
Transformador 1kVA 440V para 220V,Transformadores de Energia,Materiais Elétricos,10547,Materiais eletricos Lareps Mexico,10.0,Ecatepec,"","2023-10-17"
"Chapa Fina A Frio #14 (2,00mm) SAE 1020 3000x1200mm","Barras, Tubos e Chapas Metalon",Construção Civil,10548,HTBNG111023,10.0,Marilia,SP,"2023-10-18"
"Chapa Fina A Frio #11 (3,00mm) SAE 1020 3000x1200mm","Barras, Tubos e Chapas Metalon",Construção Civil,10548,HTBNG111023,10.0,Marilia,SP,"2023-10-18"
"TAMPO TORISFÉRICO 10% Ø558,8MM (22"") PARTE RETA 30MM INOX 304",Barras e tubos INOX,Ferragens,10549,HTBNGFILT111023 - MARILIA/SP,2.0,Marilia,SP,"2023-10-18"
"TUBO CALANDRADRO Ø588,8 X 610MM #1/4"" INOX 304 OU CHAPA 2050X610MM",Tubos e conexões industriais,Ferragens,10549,HTBNGFILT111023 - MARILIA/SP,1.0,Marilia,SP,"2023-10-18"
"TUBO CALANDRADRO Ø168,3 X 115MM #1/4"" OU Ø 6"" SH10S",Tubos e conexões industriais,Ferragens,10549,HTBNGFILT111023 - MARILIA/SP,1.0,Marilia,SP,"2023-10-18"
"TUBO CALANDRADRO Ø168,3 X 85MM #1/4"" OU Ø 6"" SH10S",Tubos e conexões industriais,Ferragens,10549,HTBNGFILT111023 - MARILIA/SP,1.0,Marilia,SP,"2023-10-18"
"TUBO Ø1.1/2"" SCH10S COMPRIM. 100MM",Tubos e conexões industriais,Ferragens,10549,HTBNGFILT111023 - MARILIA/SP,1.0,Marilia,SP,"2023-10-18"
"BARRA CALANDRADA Ø584,2 X 70MM #3/4"" OU CHAPA CORTADA 1935 X 70MM INOX 304",Barras e tubos INOX,Ferragens,10549,HTBNGFILT111023 - MARILIA/SP,1.0,Marilia,SP,"2023-10-18"
"BARRA CALANDRADA Ø584,2 X 60MM #3/4"" OU CHAPA CORTADA 1935 X 70MM INOX 304",Barras e tubos INOX,Ferragens,10549,HTBNGFILT111023 - MARILIA/SP,1.0,Marilia,SP,"2023-10-18"
"DISCO CORTADO Ø545MM 3/4"" INOX 304(DETALHES DE CORTE DESENHO DWG ""DISCO FILTRO MULTIBAG"") INOX 304",Barras e tubos INOX,Ferragens,10549,HTBNGFILT111023 - MARILIA/SP,1.0,Marilia,SP,"2023-10-18"
"CHAPA CORTADA 315x250mm #1/4"" INOX 304 ",Insumos metálicos,Ferragens,10549,HTBNGFILT111023 - MARILIA/SP,1.0,Marilia,SP,"2023-10-18"
"CHAPA CORTE 242X112MM #1/4"" INOX 304",Insumos metálicos,Ferragens,10549,HTBNGFILT111023 - MARILIA/SP,1.0,Marilia,SP,"2023-10-18"
FLANGE 1.1/2” 150# ACO CARBONO,Tubos e conexões industriais,Ferragens,10550,HTADX131023,1.0,Marilia,SP,"2023-10-18"
Mangueiras de sucçao,Canos e Conexões Hidráulicas,Materiais Hidráulicos,10551,Mangueiras de sucção,500.0,Medellin,Medellin,"2023-10-18"
Acido Peracetico,Sem Categoria,Outros,10552,Acido Peracetico,80.0,Bogotá,Bogotá,"2023-10-18"
tubo de concreto armado 1000 X 1000 mm. Ponta e bolsa.,Artefatos de Concreto,Infraestrutura,10555,Tubos de concreto em Buritizeiro - MG,12.0,Buritizeiro,MG,"2023-10-19"
Tubo Coletor Ocre PVC ESG JEI/JERI 350mm x 6m,Canos e Conexões Hidráulicas,Materiais Hidráulicos,10556,Tubos de PVC em Nova Mutum - MT,30.0,Nova Mutum,MT,"2023-10-19"
Tarugo De Inox 420 Diâmetro 115 X 25 Espessura,Insumos metálicos,Ferragens,10557,HTAGF191023,1.0,Marilia,SP,"2023-10-20"
"TUBO ACO CARBONO SEM COSTURA 4"", E= *6,02 MM, SCHEDULE 40, *16,06 KG/M","Barras, Tubos e Chapas Metalon",Construção Civil,10558,HTBNG,34.0,Marilia,SP,"2023-10-20"
Curva Aço Carbono 90º 4'' Sch40,Tubos e conexões industriais,Ferragens,10558,HTBNG,6.0,Marilia,SP,"2023-10-20"
"TEE - 4"" - SCH 40",Tubos e conexões industriais,Ferragens,10558,HTBNG,1.0,Marilia,SP,"2023-10-20"
"CURVA 90 GRAUS EM ACO CARBONO, RAIO CURTO, SOLDAVEL, PRESSAO 3.000 LBS, DN 1""",Tubos e conexões industriais,Ferragens,10558,HTBNG,25.0,Marilia,SP,"2023-10-20"
"TEE - 1"" - SCH 40",Tubos e conexões industriais,Ferragens,10558,HTBNG,5.0,Marilia,SP,"2023-10-20"
"TUBO ACO CARBONO SEM COSTURA 6"", E= *168,3 MM, SCHEDULE 40, *28,23 KG/M","Barras, Tubos e Chapas Metalon",Construção Civil,10558,HTBNG,6.0,Marilia,SP,"2023-10-20"
Curva Aço Carbono 90º 6'' Sch40,Tubos e conexões industriais,Ferragens,10558,HTBNG,2.0,Marilia,SP,"2023-10-20"
válvulas tipo wafer - 4’’,Tubos e conexões industriais,Ferragens,10558,HTBNG,2.0,Marilia,SP,"2023-10-20"
"Valvula Esfera Tripartida 1""",Tubos e conexões industriais,Ferragens,10558,HTBNG,9.0,Marilia,SP,"2023-10-20"
"Espigão 1"" x Rosca Macho 1"" NPT Em Latão",Tubos e conexões para Gases Medicinais,Gases Medicinais,10558,HTBNG,7.0,Marilia,SP,"2023-10-20"
FLANGE AÇO CARBONO  DN 3 150#,Tubos e conexões industriais,Ferragens,10558,HTBNG,2.0,Marilia,SP,"2023-10-20"
REDUÇÃO CONCÊNTRICA A234 SCH40 S/COSTURA DN 4 X 3,Canos e Conexões Hidráulicas,Materiais Hidráulicos,10558,HTBNG,2.0,Marilia,SP,"2023-10-20"
"CANTONEIRA 2"" X 1/8""",Infraestrutura,Materiais Elétricos,10558,HTBNG,3.0,Marilia,SP,"2023-10-20"
"CANTONEIRA 1"" X 1/8""",Infraestrutura,Materiais Elétricos,10558,HTBNG,6.0,Marilia,SP,"2023-10-20"
Barra Chata 2 X 1/8 ,Insumos metálicos,Ferragens,10558,HTBNG,4.0,Marilia,SP,"2023-10-20"
Barra Metalon - 50x50,"Barras, Tubos e Chapas Metalon",Construção Civil,10558,HTBNG,1.0,Marilia,SP,"2023-10-20"
Perfil u dobrado # 3/16 40x120,Insumos metálicos,Ferragens,10558,HTBNG,1.0,Marilia,SP,"2023-10-20"
"GRAMPO U 4"" GALVANIZADA A FOGO C/4 PORCAS + 2 ARRUELAS LISAS ",Ferragens para Fixar e Montar,Ferragens,10558,HTBNG,10.0,Marilia,SP,"2023-10-20"
"GRAMPO ""U"" P/ TUBO 1"" (ROSCA - 1/4) C/PORCAS E ARRUELAS DE PRESSÃO ZINCADA",Ferragens para Fixar e Montar,Ferragens,10558,HTBNG,10.0,Marilia,SP,"2023-10-20"
"TUBO ACO CARBONO SEM COSTURA 1"", E= *3,38 MM, SCHEDULE 40, *2,50* KG/M","Barras, Tubos e Chapas Metalon",Construção Civil,10558,HTBNG,54.0,Marilia,SP,"2023-10-20"
"Tubo de Inox Diâmetro de 12,70mm (1/2 ) - Parede 0,50mm",Barras e tubos INOX,Ferragens,10558,HTBNG,8.0,Marilia,SP,"2023-10-20"
barra de ferro redondo liso  3/8,Insumos metálicos,Ferragens,10558,HTBNG,1.0,Marilia,SP,"2023-10-20"
barra de tubo  redonda 1 x 1/2’’ # 1/8,Insumos metálicos,Ferragens,10558,HTBNG,4.0,Marilia,SP,"2023-10-20"
Tela Ondulada Artística abertura de 60mmx 60mm,Cercados e Segurança,Construção Civil,10558,HTBNG,30000.0,Marilia,SP,"2023-10-20"
"Chapa Xadrez 3/16"" Antiderrapante",Perfil para Bricolagem,Ferragens,10558,HTBNG,1.0,Marilia,SP,"2023-10-20"
"PARAFUSO, ASTM A307 - GRAU A, SEXTAVADO, ZINCADO, DIAMETRO 3/8"" (9,52 MM), COMPRIMENTO 1 "" (25,4 MM)",Ferragens para Fixar e Montar,Ferragens,10558,HTBNG,60.0,Marilia,SP,"2023-10-20"
"barra roscada 1/2""",Ferragens para Fixar e Montar,Ferragens,10558,HTBNG,2.0,Marilia,SP,"2023-10-20"
Porca Sextavada Zincada 1/2 Pol. 13 Fios UNC,Ferragens para Fixar e Montar,Ferragens,10558,HTBNG,20.0,Marilia,SP,"2023-10-20"
Arruela Lisa 1/2 Pol.,Ferragens para Fixar e Montar,Ferragens,10558,HTBNG,20.0,Marilia,SP,"2023-10-20"
"Esmalte Sintetico Verde Segurança 3,6l",Verniz e Solvente,Tintas e Acessórios,10558,HTBNG,4.0,Marilia,SP,"2023-10-20"
"Esmalte Sintetico Amarelo Segurança 3,6l",Verniz e Solvente,Tintas e Acessórios,10558,HTBNG,1.0,Marilia,SP,"2023-10-20"
"Esmalte Sintetico Preto Segurança 3,6l",Verniz e Solvente,Tintas e Acessórios,10558,HTBNG,2.0,Marilia,SP,"2023-10-20"
Rolo de Lã 9cm,Ferramentas para Jardim,Ferramentas,10558,HTBNG,6.0,Marilia,SP,"2023-10-20"
"Aduela De Concreto Armado (Tubo Celular) 3,00m X 3,00m, Confeccionadas Conforme NBR 15396",Aduela de Concreto,Infraestrutura,10563,Artefatos de Concreto,100.0,Borda da Mata,MG,"2023-10-24"
"Aduela de concreto armado (tubo celular) 2,00m x 2,00m, confeccionadas conforme NBR 15396",Aduela de Concreto,Infraestrutura,10563,Artefatos de Concreto,100.0,Borda da Mata,MG,"2023-10-24"
"Aduela de concreto armado (tubo celular) 3,00m x 1,00m, confeccionadas conforme NBR 15396",Aduela de Concreto,Infraestrutura,10563,Artefatos de Concreto,100.0,Borda da Mata,MG,"2023-10-24"
"Aduela de concreto armado (tubo celular) 3,00m x 1,50 m, confeccionadas conforme NBR 15396",Aduela de Concreto,Infraestrutura,10563,Artefatos de Concreto,100.0,Borda da Mata,MG,"2023-10-24"
"Aduelas de concreto, armado (tubo celular) 2,00m x 1,50m confeccionadas conforme NBR 15396",Aduela de Concreto,Infraestrutura,10563,Artefatos de Concreto,100.0,Borda da Mata,MG,"2023-10-24"
"Anel de concreto para poço, 200 x 50 cm",Artefatos de Concreto,Infraestrutura,10563,Artefatos de Concreto,50.0,Borda da Mata,MG,"2023-10-24"
"Caixa de pré-moldado de concreto para boca de lobo, padrão sudecap tipo B (grelha, caixilho, cantoneira.",Infraestrutura,Materiais Elétricos,10563,Artefatos de Concreto,50.0,Borda da Mata,MG,"2023-10-24"
"Calha de concreto (tipo meia lua) 0,30x1m","Calhas, Rufos e Algerosas",Construção Civil,10563,Artefatos de Concreto,500.0,Borda da Mata,MG,"2023-10-24"
"Calha de concreto (tipo meia lua) 0,40x1 m","Calhas, Rufos e Algerosas",Construção Civil,10563,Artefatos de Concreto,500.0,Borda da Mata,MG,"2023-10-24"
"Calha de concreto (tipo meia lua) 0,60x1 m","Calhas, Rufos e Algerosas",Construção Civil,10563,Artefatos de Concreto,500.0,Borda da Mata,MG,"2023-10-24"
"PISO TATIL ALERTA OU DIRECIONAL, DE BORRACHA, COLORIDO, 25 X 25 CM, E = 5 MM, PARA COLA",Acessibilidade,Arquitetura,10563,Artefatos de Concreto,100.0,Borda da Mata,MG,"2023-10-24"
"Ponto de ônibus em concreto padrão DNIT com assento, encosto e cobertura em concreto com 3 metros de largura. Instalado no local a ser definido pela prefeitura podendo ser na área urbana ou rural, com placa de identificação 60 x 50 em acrílico. Arte fornecida pela prefeitura.",Artefatos de Concreto,Infraestrutura,10563,Artefatos de Concreto,10.0,Borda da Mata,MG,"2023-10-24"
"Tampa de concreto, para anel de poço. Diâmetro: 2,00x0,05m",Artefatos de Concreto,Infraestrutura,10563,Artefatos de Concreto,10.0,Borda da Mata,MG,"2023-10-24"
"Piso de concreto retangular intertravado diversas cores. Dimensões 20x10x4,5cm",Artefatos de Concreto,Infraestrutura,10563,Artefatos de Concreto,10000.0,Borda da Mata,MG,"2023-10-24"
"Laje pré-moldada convencional (lajotas + vigotas), unidirecional, sobrecarga de 350 kg/m2, vão até 5,00 m",Pré-moldados,Construção Civil,10563,Artefatos de Concreto,500.0,Borda da Mata,MG,"2023-10-24"
"Laje pré-moldada treliçada (lajotas + vigotas), unidirecional, sobrecarga de 250 kg/m2, vão até 5,00 m",Pré-moldados,Construção Civil,10563,Artefatos de Concreto,500.0,Borda da Mata,MG,"2023-10-24"
